"","title","type","text"
"20874","Hamlet, Prince of Denmark","Tragedy",""
"20875","Hamlet, Prince of Denmark","Tragedy","Pol."
"20876","Hamlet, Prince of Denmark","Tragedy","That hath made him mad."
"20877","Hamlet, Prince of Denmark","Tragedy","I am sorry that with better heed and judgment"
"20878","Hamlet, Prince of Denmark","Tragedy","I had not quoted him: I fear'd he did but trifle,"
"20879","Hamlet, Prince of Denmark","Tragedy","And meant to wreck thee; but beshrew my jealousy!"
"20880","Hamlet, Prince of Denmark","Tragedy","It seems it as proper to our age"
"20881","Hamlet, Prince of Denmark","Tragedy","To cast beyond ourselves in our opinions"
"20882","Hamlet, Prince of Denmark","Tragedy","As it is common for the younger sort"
"20883","Hamlet, Prince of Denmark","Tragedy","To lack discretion. Come, go we to the king:"
"20884","Hamlet, Prince of Denmark","Tragedy","This must be known; which, being kept close, might move"
"20885","Hamlet, Prince of Denmark","Tragedy","More grief to hide than hate to utter love."
"20886","Hamlet, Prince of Denmark","Tragedy",""
"20887","Hamlet, Prince of Denmark","Tragedy","[Exeunt.]"
"20888","Hamlet, Prince of Denmark","Tragedy",""
"20889","Hamlet, Prince of Denmark","Tragedy",""
"20890","Hamlet, Prince of Denmark","Tragedy",""
"20891","Hamlet, Prince of Denmark","Tragedy","Scene II. A room in the Castle."
"20892","Hamlet, Prince of Denmark","Tragedy",""
"20893","Hamlet, Prince of Denmark","Tragedy","[Enter King, Rosencrantz, Guildenstern, and Attendants.]"
"20894","Hamlet, Prince of Denmark","Tragedy",""
"20895","Hamlet, Prince of Denmark","Tragedy","King."
"20896","Hamlet, Prince of Denmark","Tragedy","Welcome, dear Rosencrantz and Guildenstern!"
"20897","Hamlet, Prince of Denmark","Tragedy","Moreover that we much did long to see you,"
"20898","Hamlet, Prince of Denmark","Tragedy","The need we have to use you did provoke"
"20899","Hamlet, Prince of Denmark","Tragedy","Our hasty sending. Something have you heard"
"20900","Hamlet, Prince of Denmark","Tragedy","Of Hamlet's transformation; so I call it,"
"20901","Hamlet, Prince of Denmark","Tragedy","Since nor the exterior nor the inward man"
"20902","Hamlet, Prince of Denmark","Tragedy","Resembles that it was. What it should be,"
"20903","Hamlet, Prince of Denmark","Tragedy","More than his father's death, that thus hath put him"
"20904","Hamlet, Prince of Denmark","Tragedy","So much from the understanding of himself,"
"20905","Hamlet, Prince of Denmark","Tragedy","I cannot dream of: I entreat you both"
"20906","Hamlet, Prince of Denmark","Tragedy","That, being of so young days brought up with him,"
"20907","Hamlet, Prince of Denmark","Tragedy","And since so neighbour'd to his youth and humour,"
"20908","Hamlet, Prince of Denmark","Tragedy","That you vouchsafe your rest here in our court"
"20909","Hamlet, Prince of Denmark","Tragedy","Some little time: so by your companies"
"20910","Hamlet, Prince of Denmark","Tragedy","To draw him on to pleasures, and to gather,"
"20911","Hamlet, Prince of Denmark","Tragedy","So much as from occasion you may glean,"
"20912","Hamlet, Prince of Denmark","Tragedy","Whether aught, to us unknown, afflicts him thus,"
"20913","Hamlet, Prince of Denmark","Tragedy","That, open'd, lies within our remedy."
"20914","Hamlet, Prince of Denmark","Tragedy",""
"20915","Hamlet, Prince of Denmark","Tragedy","Queen."
"20916","Hamlet, Prince of Denmark","Tragedy","Good gentlemen, he hath much talk'd of you,"
"20917","Hamlet, Prince of Denmark","Tragedy","And sure I am two men there are not living"
"20918","Hamlet, Prince of Denmark","Tragedy","To whom he more adheres. If it will please you"
"20919","Hamlet, Prince of Denmark","Tragedy","To show us so much gentry and good-will"
"20920","Hamlet, Prince of Denmark","Tragedy","As to expend your time with us awhile,"
"20921","Hamlet, Prince of Denmark","Tragedy","For the supply and profit of our hope,"
"20922","Hamlet, Prince of Denmark","Tragedy","Your visitation shall receive such thanks"
"20923","Hamlet, Prince of Denmark","Tragedy","As fits a king's remembrance."
"20924","Hamlet, Prince of Denmark","Tragedy",""
"20925","Hamlet, Prince of Denmark","Tragedy","Ros."
"20926","Hamlet, Prince of Denmark","Tragedy","Both your majesties"
"20927","Hamlet, Prince of Denmark","Tragedy","Might, by the sovereign power you have of us,"
"20928","Hamlet, Prince of Denmark","Tragedy","Put your dread pleasures more into command"
"20929","Hamlet, Prince of Denmark","Tragedy","Than to entreaty."
"20930","Hamlet, Prince of Denmark","Tragedy",""
"20931","Hamlet, Prince of Denmark","Tragedy","Guil."
"20932","Hamlet, Prince of Denmark","Tragedy","We both obey,"
"20933","Hamlet, Prince of Denmark","Tragedy","And here give up ourselves, in the full bent,"
"20934","Hamlet, Prince of Denmark","Tragedy","To lay our service freely at your feet,"
"20935","Hamlet, Prince of Denmark","Tragedy","To be commanded."
"20936","Hamlet, Prince of Denmark","Tragedy",""
"20937","Hamlet, Prince of Denmark","Tragedy","King."
"20938","Hamlet, Prince of Denmark","Tragedy","Thanks, Rosencrantz and gentle Guildenstern."
"20939","Hamlet, Prince of Denmark","Tragedy",""
"20940","Hamlet, Prince of Denmark","Tragedy","Queen."
"20941","Hamlet, Prince of Denmark","Tragedy","Thanks, Guildenstern and gentle Rosencrantz:"
"20942","Hamlet, Prince of Denmark","Tragedy","And I beseech you instantly to visit"
"20943","Hamlet, Prince of Denmark","Tragedy","My too-much-changed son.--Go, some of you,"
"20944","Hamlet, Prince of Denmark","Tragedy","And bring these gentlemen where Hamlet is."
"20945","Hamlet, Prince of Denmark","Tragedy",""
"20946","Hamlet, Prince of Denmark","Tragedy","Guil."
"20947","Hamlet, Prince of Denmark","Tragedy","Heavens make our presence and our practices"
"20948","Hamlet, Prince of Denmark","Tragedy","Pleasant and helpful to him!"
"20949","Hamlet, Prince of Denmark","Tragedy",""
"20950","Hamlet, Prince of Denmark","Tragedy","Queen."
"20951","Hamlet, Prince of Denmark","Tragedy","Ay, amen!"
"20952","Hamlet, Prince of Denmark","Tragedy",""
"20953","Hamlet, Prince of Denmark","Tragedy","[Exeunt Rosencrantz, Guildenstern, and some Attendants]."
"20954","Hamlet, Prince of Denmark","Tragedy",""
"20955","Hamlet, Prince of Denmark","Tragedy","[Enter Polonius.]"
"20956","Hamlet, Prince of Denmark","Tragedy",""
"20957","Hamlet, Prince of Denmark","Tragedy","Pol."
"20958","Hamlet, Prince of Denmark","Tragedy","Th' ambassadors from Norway, my good lord,"
"20959","Hamlet, Prince of Denmark","Tragedy","Are joyfully return'd."
"20960","Hamlet, Prince of Denmark","Tragedy",""
"20961","Hamlet, Prince of Denmark","Tragedy","King."
"20962","Hamlet, Prince of Denmark","Tragedy","Thou still hast been the father of good news."
"20963","Hamlet, Prince of Denmark","Tragedy",""
"20964","Hamlet, Prince of Denmark","Tragedy","Pol."
"20965","Hamlet, Prince of Denmark","Tragedy","Have I, my lord? Assure you, my good liege,"
"20966","Hamlet, Prince of Denmark","Tragedy","I hold my duty, as I hold my soul,"
"20967","Hamlet, Prince of Denmark","Tragedy","Both to my God and to my gracious king:"
"20968","Hamlet, Prince of Denmark","Tragedy","And I do think,--or else this brain of mine"
"20969","Hamlet, Prince of Denmark","Tragedy","Hunts not the trail of policy so sure"
"20970","Hamlet, Prince of Denmark","Tragedy","As it hath us'd to do,--that I have found"
"20971","Hamlet, Prince of Denmark","Tragedy","The very cause of Hamlet's lunacy."
"20972","Hamlet, Prince of Denmark","Tragedy",""
"20973","Hamlet, Prince of Denmark","Tragedy","King."
"20974","Hamlet, Prince of Denmark","Tragedy","O, speak of that; that do I long to hear."
"20975","Hamlet, Prince of Denmark","Tragedy",""
"20976","Hamlet, Prince of Denmark","Tragedy","Pol."
"20977","Hamlet, Prince of Denmark","Tragedy","Give first admittance to the ambassadors;"
"20978","Hamlet, Prince of Denmark","Tragedy","My news shall be the fruit to that great feast."
"20979","Hamlet, Prince of Denmark","Tragedy",""
"20980","Hamlet, Prince of Denmark","Tragedy","King."
"20981","Hamlet, Prince of Denmark","Tragedy","Thyself do grace to them, and bring them in."
"20982","Hamlet, Prince of Denmark","Tragedy",""
"20983","Hamlet, Prince of Denmark","Tragedy","[Exit Polonius.]"
"20984","Hamlet, Prince of Denmark","Tragedy",""
"20985","Hamlet, Prince of Denmark","Tragedy","He tells me, my sweet queen, he hath found"
"20986","Hamlet, Prince of Denmark","Tragedy","The head and source of all your son's distemper."
"20987","Hamlet, Prince of Denmark","Tragedy",""
"20988","Hamlet, Prince of Denmark","Tragedy","Queen."
"20989","Hamlet, Prince of Denmark","Tragedy","I doubt it is no other but the main,--"
"20990","Hamlet, Prince of Denmark","Tragedy","His father's death and our o'erhasty marriage."
"20991","Hamlet, Prince of Denmark","Tragedy",""
"20992","Hamlet, Prince of Denmark","Tragedy","King."
"20993","Hamlet, Prince of Denmark","Tragedy","Well, we shall sift him."
"20994","Hamlet, Prince of Denmark","Tragedy",""
"20995","Hamlet, Prince of Denmark","Tragedy","[Enter Polonius, with Voltimand and Cornelius.]"
"20996","Hamlet, Prince of Denmark","Tragedy",""
"20997","Hamlet, Prince of Denmark","Tragedy","Welcome, my good friends!"
"20998","Hamlet, Prince of Denmark","Tragedy","Say, Voltimand, what from our brother Norway?"
"20999","Hamlet, Prince of Denmark","Tragedy",""
"21000","Hamlet, Prince of Denmark","Tragedy","Volt."
"21001","Hamlet, Prince of Denmark","Tragedy","Most fair return of greetings and desires."
"21002","Hamlet, Prince of Denmark","Tragedy","Upon our first, he sent out to suppress"
"21003","Hamlet, Prince of Denmark","Tragedy","His nephew's levies; which to him appear'd"
"21004","Hamlet, Prince of Denmark","Tragedy","To be a preparation 'gainst the Polack;"
"21005","Hamlet, Prince of Denmark","Tragedy","But, better look'd into, he truly found"
"21006","Hamlet, Prince of Denmark","Tragedy","It was against your highness; whereat griev'd,--"
"21007","Hamlet, Prince of Denmark","Tragedy","That so his sickness, age, and impotence"
"21008","Hamlet, Prince of Denmark","Tragedy","Was falsely borne in hand,--sends out arrests"
"21009","Hamlet, Prince of Denmark","Tragedy","On Fortinbras; which he, in brief, obeys;"
"21010","Hamlet, Prince of Denmark","Tragedy","Receives rebuke from Norway; and, in fine,"
"21011","Hamlet, Prince of Denmark","Tragedy","Makes vow before his uncle never more"
"21012","Hamlet, Prince of Denmark","Tragedy","To give th' assay of arms against your majesty."
"21013","Hamlet, Prince of Denmark","Tragedy","Whereon old Norway, overcome with joy,"
"21014","Hamlet, Prince of Denmark","Tragedy","Gives him three thousand crowns in annual fee;"
"21015","Hamlet, Prince of Denmark","Tragedy","And his commission to employ those soldiers,"
"21016","Hamlet, Prince of Denmark","Tragedy","So levied as before, against the Polack:"
"21017","Hamlet, Prince of Denmark","Tragedy","With an entreaty, herein further shown,"
"21018","Hamlet, Prince of Denmark","Tragedy","[Gives a paper.]"
"21019","Hamlet, Prince of Denmark","Tragedy","That it might please you to give quiet pass"
"21020","Hamlet, Prince of Denmark","Tragedy","Through your dominions for this enterprise,"
"21021","Hamlet, Prince of Denmark","Tragedy","On such regards of safety and allowance"
"21022","Hamlet, Prince of Denmark","Tragedy","As therein are set down."
"21023","Hamlet, Prince of Denmark","Tragedy",""
"21024","Hamlet, Prince of Denmark","Tragedy","King."
"21025","Hamlet, Prince of Denmark","Tragedy","It likes us well;"
"21026","Hamlet, Prince of Denmark","Tragedy","And at our more consider'd time we'll read,"
"21027","Hamlet, Prince of Denmark","Tragedy","Answer, and think upon this business."
"21028","Hamlet, Prince of Denmark","Tragedy","Meantime we thank you for your well-took labour:"
"21029","Hamlet, Prince of Denmark","Tragedy","Go to your rest; at night we'll feast together:"
"21030","Hamlet, Prince of Denmark","Tragedy","Most welcome home!"
"21031","Hamlet, Prince of Denmark","Tragedy",""
"21032","Hamlet, Prince of Denmark","Tragedy","[Exeunt Voltimand and Cornelius.]"
"21033","Hamlet, Prince of Denmark","Tragedy",""
"21034","Hamlet, Prince of Denmark","Tragedy","Pol."
"21035","Hamlet, Prince of Denmark","Tragedy","This business is well ended.--"
"21036","Hamlet, Prince of Denmark","Tragedy","My liege, and madam,--to expostulate"
"21037","Hamlet, Prince of Denmark","Tragedy","What majesty should be, what duty is,"
"21038","Hamlet, Prince of Denmark","Tragedy","Why day is day, night is night, and time is time."
"21039","Hamlet, Prince of Denmark","Tragedy","Were nothing but to waste night, day, and time."
"21040","Hamlet, Prince of Denmark","Tragedy","Therefore, since brevity is the soul of wit,"
"21041","Hamlet, Prince of Denmark","Tragedy","And tediousness the limbs and outward flourishes,"
"21042","Hamlet, Prince of Denmark","Tragedy","I will be brief:--your noble son is mad:"
"21043","Hamlet, Prince of Denmark","Tragedy","Mad call I it; for to define true madness,"
"21044","Hamlet, Prince of Denmark","Tragedy","What is't but to be nothing else but mad?"
"21045","Hamlet, Prince of Denmark","Tragedy","But let that go."
"21046","Hamlet, Prince of Denmark","Tragedy",""
"21047","Hamlet, Prince of Denmark","Tragedy","Queen."
"21048","Hamlet, Prince of Denmark","Tragedy","More matter, with less art."
"21049","Hamlet, Prince of Denmark","Tragedy",""
"21050","Hamlet, Prince of Denmark","Tragedy","Pol."
"21051","Hamlet, Prince of Denmark","Tragedy","Madam, I swear I use no art at all."
"21052","Hamlet, Prince of Denmark","Tragedy","That he is mad, 'tis true: 'tis true 'tis pity;"
"21053","Hamlet, Prince of Denmark","Tragedy","And pity 'tis 'tis true: a foolish figure;"
"21054","Hamlet, Prince of Denmark","Tragedy","But farewell it, for I will use no art."
"21055","Hamlet, Prince of Denmark","Tragedy","Mad let us grant him then: and now remains"
"21056","Hamlet, Prince of Denmark","Tragedy","That we find out the cause of this effect;"
"21057","Hamlet, Prince of Denmark","Tragedy","Or rather say, the cause of this defect,"
"21058","Hamlet, Prince of Denmark","Tragedy","For this effect defective comes by cause:"
"21059","Hamlet, Prince of Denmark","Tragedy","Thus it remains, and the remainder thus."
"21060","Hamlet, Prince of Denmark","Tragedy","Perpend."
"21061","Hamlet, Prince of Denmark","Tragedy","I have a daughter,--have whilst she is mine,--"
"21062","Hamlet, Prince of Denmark","Tragedy","Who, in her duty and obedience, mark,"
"21063","Hamlet, Prince of Denmark","Tragedy","Hath given me this: now gather, and surmise."
"21064","Hamlet, Prince of Denmark","Tragedy","[Reads.]"
"21065","Hamlet, Prince of Denmark","Tragedy","'To the celestial, and my soul's idol, the most beautified"
"21066","Hamlet, Prince of Denmark","Tragedy","Ophelia,'--"
"21067","Hamlet, Prince of Denmark","Tragedy","That's an ill phrase, a vile phrase; 'beautified' is a vile"
"21068","Hamlet, Prince of Denmark","Tragedy","phrase: but you shall hear. Thus:"
"21069","Hamlet, Prince of Denmark","Tragedy","[Reads.]"
"21070","Hamlet, Prince of Denmark","Tragedy","'In her excellent white bosom, these, &c.'"
"21071","Hamlet, Prince of Denmark","Tragedy",""
"21072","Hamlet, Prince of Denmark","Tragedy","Queen."
"21073","Hamlet, Prince of Denmark","Tragedy","Came this from Hamlet to her?"
"21074","Hamlet, Prince of Denmark","Tragedy",""
"21075","Hamlet, Prince of Denmark","Tragedy","Pol."
"21076","Hamlet, Prince of Denmark","Tragedy","Good madam, stay awhile; I will be faithful."
"21077","Hamlet, Prince of Denmark","Tragedy","[Reads.]"
"21078","Hamlet, Prince of Denmark","Tragedy","  'Doubt thou the stars are fire;"
"21079","Hamlet, Prince of Denmark","Tragedy","     Doubt that the sun doth move;"
"21080","Hamlet, Prince of Denmark","Tragedy","   Doubt truth to be a liar;"
"21081","Hamlet, Prince of Denmark","Tragedy","     But never doubt I love."
"21082","Hamlet, Prince of Denmark","Tragedy","'O dear Ophelia, I am ill at these numbers; I have not art to"
"21083","Hamlet, Prince of Denmark","Tragedy","reckon my groans: but that I love thee best, O most best, believe"
"21084","Hamlet, Prince of Denmark","Tragedy","it. Adieu."
"21085","Hamlet, Prince of Denmark","Tragedy","  'Thine evermore, most dear lady, whilst this machine is to him,"
"21086","Hamlet, Prince of Denmark","Tragedy","     HAMLET.'"
"21087","Hamlet, Prince of Denmark","Tragedy","This, in obedience, hath my daughter show'd me;"
"21088","Hamlet, Prince of Denmark","Tragedy","And more above, hath his solicitings,"
"21089","Hamlet, Prince of Denmark","Tragedy","As they fell out by time, by means, and place,"
"21090","Hamlet, Prince of Denmark","Tragedy","All given to mine ear."
"21091","Hamlet, Prince of Denmark","Tragedy",""
"21092","Hamlet, Prince of Denmark","Tragedy","King."
"21093","Hamlet, Prince of Denmark","Tragedy","But how hath she"
"21094","Hamlet, Prince of Denmark","Tragedy","Receiv'd his love?"
"21095","Hamlet, Prince of Denmark","Tragedy",""
"21096","Hamlet, Prince of Denmark","Tragedy","Pol."
"21097","Hamlet, Prince of Denmark","Tragedy","What do you think of me?"
"21098","Hamlet, Prince of Denmark","Tragedy",""
"21099","Hamlet, Prince of Denmark","Tragedy","King."
"21100","Hamlet, Prince of Denmark","Tragedy","As of a man faithful and honourable."
"21101","Hamlet, Prince of Denmark","Tragedy",""
"21102","Hamlet, Prince of Denmark","Tragedy","Pol."
"21103","Hamlet, Prince of Denmark","Tragedy","I would fain prove so. But what might you think,"
"21104","Hamlet, Prince of Denmark","Tragedy","When I had seen this hot love on the wing,--"
"21105","Hamlet, Prince of Denmark","Tragedy","As I perceiv'd it, I must tell you that,"
"21106","Hamlet, Prince of Denmark","Tragedy","Before my daughter told me,-- what might you,"
"21107","Hamlet, Prince of Denmark","Tragedy","Or my dear majesty your queen here, think,"
"21108","Hamlet, Prince of Denmark","Tragedy","If I had play'd the desk or table-book,"
"21109","Hamlet, Prince of Denmark","Tragedy","Or given my heart a winking, mute and dumb;"
"21110","Hamlet, Prince of Denmark","Tragedy","Or look'd upon this love with idle sight;--"
"21111","Hamlet, Prince of Denmark","Tragedy","What might you think? No, I went round to work,"
"21112","Hamlet, Prince of Denmark","Tragedy","And my young mistress thus I did bespeak:"
"21113","Hamlet, Prince of Denmark","Tragedy","'Lord Hamlet is a prince, out of thy sphere;"
"21114","Hamlet, Prince of Denmark","Tragedy","This must not be:' and then I precepts gave her,"
"21115","Hamlet, Prince of Denmark","Tragedy","That she should lock herself from his resort,"
"21116","Hamlet, Prince of Denmark","Tragedy","Admit no messengers, receive no tokens."
"21117","Hamlet, Prince of Denmark","Tragedy","Which done, she took the fruits of my advice;"
"21118","Hamlet, Prince of Denmark","Tragedy","And he, repulsed,--a short tale to make,--"
"21119","Hamlet, Prince of Denmark","Tragedy","Fell into a sadness; then into a fast;"
"21120","Hamlet, Prince of Denmark","Tragedy","Thence to a watch; thence into a weakness;"
"21121","Hamlet, Prince of Denmark","Tragedy","Thence to a lightness; and, by this declension,"
"21122","Hamlet, Prince of Denmark","Tragedy","Into the madness wherein now he raves,"
"21123","Hamlet, Prince of Denmark","Tragedy","And all we wail for."
"21124","Hamlet, Prince of Denmark","Tragedy",""
"21125","Hamlet, Prince of Denmark","Tragedy","King."
"21126","Hamlet, Prince of Denmark","Tragedy","Do you think 'tis this?"
"21127","Hamlet, Prince of Denmark","Tragedy",""
"21128","Hamlet, Prince of Denmark","Tragedy","Queen."
"21129","Hamlet, Prince of Denmark","Tragedy","It may be, very likely."
"21130","Hamlet, Prince of Denmark","Tragedy",""
"21131","Hamlet, Prince of Denmark","Tragedy","Pol."
"21132","Hamlet, Prince of Denmark","Tragedy","Hath there been such a time,--I'd fain know that--"
"21133","Hamlet, Prince of Denmark","Tragedy","That I have positively said ''Tis so,'"
"21134","Hamlet, Prince of Denmark","Tragedy","When it prov'd otherwise?"
"21135","Hamlet, Prince of Denmark","Tragedy",""
"21136","Hamlet, Prince of Denmark","Tragedy","King."
"21137","Hamlet, Prince of Denmark","Tragedy","Not that I know."
"21138","Hamlet, Prince of Denmark","Tragedy",""
"21139","Hamlet, Prince of Denmark","Tragedy","Pol."
"21140","Hamlet, Prince of Denmark","Tragedy","Take this from this, if this be otherwise:"
"21141","Hamlet, Prince of Denmark","Tragedy","[Points to his head and shoulder.]"
"21142","Hamlet, Prince of Denmark","Tragedy","If circumstances lead me, I will find"
"21143","Hamlet, Prince of Denmark","Tragedy","Where truth is hid, though it were hid indeed"
"21144","Hamlet, Prince of Denmark","Tragedy","Within the centre."
"21145","Hamlet, Prince of Denmark","Tragedy",""
"21146","Hamlet, Prince of Denmark","Tragedy","King."
"21147","Hamlet, Prince of Denmark","Tragedy","How may we try it further?"
"21148","Hamlet, Prince of Denmark","Tragedy",""
"21149","Hamlet, Prince of Denmark","Tragedy","Pol."
"21150","Hamlet, Prince of Denmark","Tragedy","You know sometimes he walks for hours together"
"21151","Hamlet, Prince of Denmark","Tragedy","Here in the lobby."
"21152","Hamlet, Prince of Denmark","Tragedy",""
"21153","Hamlet, Prince of Denmark","Tragedy","Queen."
"21154","Hamlet, Prince of Denmark","Tragedy","So he does indeed."
"21155","Hamlet, Prince of Denmark","Tragedy",""
"21156","Hamlet, Prince of Denmark","Tragedy","Pol."
"21157","Hamlet, Prince of Denmark","Tragedy","At such a time I'll loose my daughter to him:"
"21158","Hamlet, Prince of Denmark","Tragedy","Be you and I behind an arras then;"
"21159","Hamlet, Prince of Denmark","Tragedy","Mark the encounter: if he love her not,"
"21160","Hamlet, Prince of Denmark","Tragedy","And he not from his reason fall'n thereon"
"21161","Hamlet, Prince of Denmark","Tragedy","Let me be no assistant for a state,"
"21162","Hamlet, Prince of Denmark","Tragedy","But keep a farm and carters."
"21163","Hamlet, Prince of Denmark","Tragedy",""
"21164","Hamlet, Prince of Denmark","Tragedy","King."
"21165","Hamlet, Prince of Denmark","Tragedy","We will try it."
"21166","Hamlet, Prince of Denmark","Tragedy",""
"21167","Hamlet, Prince of Denmark","Tragedy","Queen."
"21168","Hamlet, Prince of Denmark","Tragedy","But look where sadly the poor wretch comes reading."
"21169","Hamlet, Prince of Denmark","Tragedy",""
"21170","Hamlet, Prince of Denmark","Tragedy","Pol."
"21171","Hamlet, Prince of Denmark","Tragedy","Away, I do beseech you, both away"
"21172","Hamlet, Prince of Denmark","Tragedy","I'll board him presently:--O, give me leave."
"21173","Hamlet, Prince of Denmark","Tragedy",""
"21174","Hamlet, Prince of Denmark","Tragedy","[Exeunt King, Queen, and Attendants.]"
"21175","Hamlet, Prince of Denmark","Tragedy",""
"21176","Hamlet, Prince of Denmark","Tragedy","[Enter Hamlet, reading.]"
"21177","Hamlet, Prince of Denmark","Tragedy",""
"21178","Hamlet, Prince of Denmark","Tragedy","How does my good Lord Hamlet?"
"21179","Hamlet, Prince of Denmark","Tragedy",""
"21180","Hamlet, Prince of Denmark","Tragedy","Ham."
"21181","Hamlet, Prince of Denmark","Tragedy","Well, God-a-mercy."
"21182","Hamlet, Prince of Denmark","Tragedy",""
"21183","Hamlet, Prince of Denmark","Tragedy","Pol."
"21184","Hamlet, Prince of Denmark","Tragedy","Do you know me, my lord?"
"21185","Hamlet, Prince of Denmark","Tragedy",""
"21186","Hamlet, Prince of Denmark","Tragedy","Ham."
"21187","Hamlet, Prince of Denmark","Tragedy","Excellent well; you're a fishmonger."
"21188","Hamlet, Prince of Denmark","Tragedy",""
"21189","Hamlet, Prince of Denmark","Tragedy","Pol."
"21190","Hamlet, Prince of Denmark","Tragedy","Not I, my lord."
"21191","Hamlet, Prince of Denmark","Tragedy",""
"21192","Hamlet, Prince of Denmark","Tragedy","Ham."
"21193","Hamlet, Prince of Denmark","Tragedy","Then I would you were so honest a man."
"21194","Hamlet, Prince of Denmark","Tragedy",""
"21195","Hamlet, Prince of Denmark","Tragedy","Pol."
"21196","Hamlet, Prince of Denmark","Tragedy","Honest, my lord!"
"21197","Hamlet, Prince of Denmark","Tragedy",""
"21198","Hamlet, Prince of Denmark","Tragedy","Ham."
"21199","Hamlet, Prince of Denmark","Tragedy","Ay, sir; to be honest, as this world goes, is to be one man"
"21200","Hamlet, Prince of Denmark","Tragedy","picked out of ten thousand."
"21201","Hamlet, Prince of Denmark","Tragedy",""
"21202","Hamlet, Prince of Denmark","Tragedy","Pol."
"21203","Hamlet, Prince of Denmark","Tragedy","That's very true, my lord."
"21204","Hamlet, Prince of Denmark","Tragedy",""
"21205","Hamlet, Prince of Denmark","Tragedy","Ham."
"21206","Hamlet, Prince of Denmark","Tragedy","For if the sun breed maggots in a dead dog, being a god-kissing"
"21207","Hamlet, Prince of Denmark","Tragedy","carrion,--Have you a daughter?"
"21208","Hamlet, Prince of Denmark","Tragedy",""
"21209","Hamlet, Prince of Denmark","Tragedy","Pol."
"21210","Hamlet, Prince of Denmark","Tragedy","I have, my lord."
"21211","Hamlet, Prince of Denmark","Tragedy",""
"21212","Hamlet, Prince of Denmark","Tragedy","Ham."
"21213","Hamlet, Prince of Denmark","Tragedy","Let her not walk i' the sun: conception is a blessing, but not"
"21214","Hamlet, Prince of Denmark","Tragedy","as your daughter may conceive:--friend, look to't."
"21215","Hamlet, Prince of Denmark","Tragedy",""
"21216","Hamlet, Prince of Denmark","Tragedy","Pol."
"21217","Hamlet, Prince of Denmark","Tragedy","How say you by that?--[Aside.] Still harping on my daughter:--yet"
"21218","Hamlet, Prince of Denmark","Tragedy","he knew me not at first; he said I was a fishmonger: he is far"
"21219","Hamlet, Prince of Denmark","Tragedy","gone, far gone: and truly in my youth I suffered much extremity"
"21220","Hamlet, Prince of Denmark","Tragedy","for love; very near this. I'll speak to him again.--What do you"
"21221","Hamlet, Prince of Denmark","Tragedy","read, my lord?"
"21222","Hamlet, Prince of Denmark","Tragedy",""
"21223","Hamlet, Prince of Denmark","Tragedy","Ham."
"21224","Hamlet, Prince of Denmark","Tragedy","Words, words, words."
"21225","Hamlet, Prince of Denmark","Tragedy",""
"21226","Hamlet, Prince of Denmark","Tragedy","Pol."
"21227","Hamlet, Prince of Denmark","Tragedy","What is the matter, my lord?"
"21228","Hamlet, Prince of Denmark","Tragedy",""
"21229","Hamlet, Prince of Denmark","Tragedy","Ham."
"21230","Hamlet, Prince of Denmark","Tragedy","Between who?"
"21231","Hamlet, Prince of Denmark","Tragedy",""
"21232","Hamlet, Prince of Denmark","Tragedy","Pol."
"21233","Hamlet, Prince of Denmark","Tragedy","I mean, the matter that you read, my lord."
"21234","Hamlet, Prince of Denmark","Tragedy",""
"21235","Hamlet, Prince of Denmark","Tragedy","Ham."
"21236","Hamlet, Prince of Denmark","Tragedy","Slanders, sir: for the satirical slave says here that old men"
"21237","Hamlet, Prince of Denmark","Tragedy","have grey beards; that their faces are wrinkled; their eyes"
"21238","Hamlet, Prince of Denmark","Tragedy","purging thick amber and plum-tree gum; and that they have a"
"21239","Hamlet, Prince of Denmark","Tragedy","plentiful lack of wit, together with most weak hams: all which,"
"21240","Hamlet, Prince of Denmark","Tragedy","sir, though I most powerfully and potently believe, yet I hold it"
"21241","Hamlet, Prince of Denmark","Tragedy","not honesty to have it thus set down; for you yourself, sir,"
"21242","Hamlet, Prince of Denmark","Tragedy","should be old as I am, if, like a crab, you could go backward."
"21243","Hamlet, Prince of Denmark","Tragedy",""
"21244","Hamlet, Prince of Denmark","Tragedy","Pol."
"21245","Hamlet, Prince of Denmark","Tragedy","[Aside.] Though this be madness, yet there is a method in't.--"
"21246","Hamlet, Prince of Denmark","Tragedy","Will you walk out of the air, my lord?"
"21247","Hamlet, Prince of Denmark","Tragedy",""
"21248","Hamlet, Prince of Denmark","Tragedy","Ham."
"21249","Hamlet, Prince of Denmark","Tragedy","Into my grave?"
"21250","Hamlet, Prince of Denmark","Tragedy",""
"21251","Hamlet, Prince of Denmark","Tragedy","Pol."
"21252","Hamlet, Prince of Denmark","Tragedy","Indeed, that is out o' the air. [Aside.] How pregnant sometimes"
"21253","Hamlet, Prince of Denmark","Tragedy","his replies are! a happiness that often madness hits on, which"
"21254","Hamlet, Prince of Denmark","Tragedy","reason and sanity could not so prosperously be delivered of. I"
"21255","Hamlet, Prince of Denmark","Tragedy","will leave him and suddenly contrive the means of meeting between"
"21256","Hamlet, Prince of Denmark","Tragedy","him and my daughter.--My honourable lord, I will most humbly take"
"21257","Hamlet, Prince of Denmark","Tragedy","my leave of you."
"21258","Hamlet, Prince of Denmark","Tragedy",""
