"","title","type","text"
"1768","The Tragedy of Romeo and Juliet","Tragedy","  Rom. Thou wast never with me for anything when thou wast not"
"1769","The Tragedy of Romeo and Juliet","Tragedy","    there for the goose."
"1770","The Tragedy of Romeo and Juliet","Tragedy",""
"1771","The Tragedy of Romeo and Juliet","Tragedy","  Mer. I will bite thee by the ear for that jest."
"1772","The Tragedy of Romeo and Juliet","Tragedy",""
"1773","The Tragedy of Romeo and Juliet","Tragedy","  Rom. Nay, good goose, bite not!"
"1774","The Tragedy of Romeo and Juliet","Tragedy",""
"1775","The Tragedy of Romeo and Juliet","Tragedy","  Mer. Thy wit is a very bitter sweeting; it is a most sharp sauce."
"1776","The Tragedy of Romeo and Juliet","Tragedy",""
"1777","The Tragedy of Romeo and Juliet","Tragedy","  Rom. And is it not, then, well serv'd in to a sweet goose?"
"1778","The Tragedy of Romeo and Juliet","Tragedy",""
"1779","The Tragedy of Romeo and Juliet","Tragedy","  Mer. O, here's a wit of cheveril, that stretches from an inch"
"1780","The Tragedy of Romeo and Juliet","Tragedy","    narrow to an ell broad!"
"1781","The Tragedy of Romeo and Juliet","Tragedy",""
"1782","The Tragedy of Romeo and Juliet","Tragedy","  Rom. I stretch it out for that word 'broad,' which, added to"
"1783","The Tragedy of Romeo and Juliet","Tragedy","    the goose, proves thee far and wide a broad goose."
"1784","The Tragedy of Romeo and Juliet","Tragedy",""
"1785","The Tragedy of Romeo and Juliet","Tragedy","  Mer. Why, is not this better now than groaning for love? Now"
"1786","The Tragedy of Romeo and Juliet","Tragedy","    art thou sociable, now art thou Romeo; now art thou what thou art, by"
"1787","The Tragedy of Romeo and Juliet","Tragedy","    art as well as by nature. For this drivelling love is like a"
"1788","The Tragedy of Romeo and Juliet","Tragedy","    great natural that runs lolling up and down to hide his bauble in"
"1789","The Tragedy of Romeo and Juliet","Tragedy","    a hole."
"1790","The Tragedy of Romeo and Juliet","Tragedy",""
"1791","The Tragedy of Romeo and Juliet","Tragedy","  Ben. Stop there, stop there!"
"1792","The Tragedy of Romeo and Juliet","Tragedy",""
"1793","The Tragedy of Romeo and Juliet","Tragedy","  Mer. Thou desirest me to stop in my tale against the hair."
"1794","The Tragedy of Romeo and Juliet","Tragedy",""
"1795","The Tragedy of Romeo and Juliet","Tragedy","  Ben. Thou wouldst else have made thy tale large."
"1796","The Tragedy of Romeo and Juliet","Tragedy",""
"1797","The Tragedy of Romeo and Juliet","Tragedy","  Mer. O, thou art deceiv'd! I would have made it short; for I"
"1798","The Tragedy of Romeo and Juliet","Tragedy","    was come to the whole depth of my tale, and meant indeed to"
"1799","The Tragedy of Romeo and Juliet","Tragedy","    occupy the argument no longer."
"1800","The Tragedy of Romeo and Juliet","Tragedy",""
"1801","The Tragedy of Romeo and Juliet","Tragedy","  Rom. Here's goodly gear!"
"1802","The Tragedy of Romeo and Juliet","Tragedy",""
"1803","The Tragedy of Romeo and Juliet","Tragedy","                      Enter Nurse and her Man [Peter]."
"1804","The Tragedy of Romeo and Juliet","Tragedy",""
"1805","The Tragedy of Romeo and Juliet","Tragedy",""
"1806","The Tragedy of Romeo and Juliet","Tragedy","  Mer. A sail, a sail!"
"1807","The Tragedy of Romeo and Juliet","Tragedy",""
"1808","The Tragedy of Romeo and Juliet","Tragedy","  Ben. Two, two! a shirt and a smock."
"1809","The Tragedy of Romeo and Juliet","Tragedy",""
"1810","The Tragedy of Romeo and Juliet","Tragedy","  Nurse. Peter!"
"1811","The Tragedy of Romeo and Juliet","Tragedy",""
"1812","The Tragedy of Romeo and Juliet","Tragedy","  Peter. Anon."
"1813","The Tragedy of Romeo and Juliet","Tragedy",""
"1814","The Tragedy of Romeo and Juliet","Tragedy","  Nurse. My fan, Peter."
"1815","The Tragedy of Romeo and Juliet","Tragedy",""
"1816","The Tragedy of Romeo and Juliet","Tragedy","  Mer. Good Peter, to hide her face; for her fan's the fairer face of"
"1817","The Tragedy of Romeo and Juliet","Tragedy","    the two."
"1818","The Tragedy of Romeo and Juliet","Tragedy",""
"1819","The Tragedy of Romeo and Juliet","Tragedy","  Nurse. God ye good morrow, gentlemen."
"1820","The Tragedy of Romeo and Juliet","Tragedy",""
"1821","The Tragedy of Romeo and Juliet","Tragedy","  Mer. God ye good-den, fair gentlewoman."
"1822","The Tragedy of Romeo and Juliet","Tragedy",""
"1823","The Tragedy of Romeo and Juliet","Tragedy","  Nurse. Is it good-den?"
"1824","The Tragedy of Romeo and Juliet","Tragedy",""
"1825","The Tragedy of Romeo and Juliet","Tragedy","  Mer. 'Tis no less, I tell ye; for the bawdy hand of the dial is"
"1826","The Tragedy of Romeo and Juliet","Tragedy","    now upon the prick of noon."
"1827","The Tragedy of Romeo and Juliet","Tragedy",""
"1828","The Tragedy of Romeo and Juliet","Tragedy","  Nurse. Out upon you! What a man are you!"
"1829","The Tragedy of Romeo and Juliet","Tragedy",""
"1830","The Tragedy of Romeo and Juliet","Tragedy","  Rom. One, gentlewoman, that God hath made for himself to mar."
"1831","The Tragedy of Romeo and Juliet","Tragedy",""
"1832","The Tragedy of Romeo and Juliet","Tragedy","  Nurse. By my troth, it is well said. 'For himself to mar,'"
"1833","The Tragedy of Romeo and Juliet","Tragedy","    quoth 'a? Gentlemen, can any of you tell me where I may find the"
"1834","The Tragedy of Romeo and Juliet","Tragedy","    young Romeo?"
"1835","The Tragedy of Romeo and Juliet","Tragedy",""
"1836","The Tragedy of Romeo and Juliet","Tragedy","  Rom. I can tell you; but young Romeo will be older when you"
"1837","The Tragedy of Romeo and Juliet","Tragedy","    have found him than he was when you sought him. I am the youngest"
"1838","The Tragedy of Romeo and Juliet","Tragedy","    of that name, for fault of a worse."
"1839","The Tragedy of Romeo and Juliet","Tragedy",""
"1840","The Tragedy of Romeo and Juliet","Tragedy","  Nurse. You say well."
"1841","The Tragedy of Romeo and Juliet","Tragedy",""
"1842","The Tragedy of Romeo and Juliet","Tragedy","  Mer. Yea, is the worst well? Very well took, i' faith! wisely,"
"1843","The Tragedy of Romeo and Juliet","Tragedy","    wisely."
"1844","The Tragedy of Romeo and Juliet","Tragedy",""
"1845","The Tragedy of Romeo and Juliet","Tragedy","  Nurse. If you be he, sir, I desire some confidence with you."
"1846","The Tragedy of Romeo and Juliet","Tragedy",""
"1847","The Tragedy of Romeo and Juliet","Tragedy","  Ben. She will endite him to some supper."
"1848","The Tragedy of Romeo and Juliet","Tragedy",""
"1849","The Tragedy of Romeo and Juliet","Tragedy","  Mer. A bawd, a bawd, a bawd! So ho!"
"1850","The Tragedy of Romeo and Juliet","Tragedy",""
"1851","The Tragedy of Romeo and Juliet","Tragedy","  Rom. What hast thou found?"
"1852","The Tragedy of Romeo and Juliet","Tragedy",""
"1853","The Tragedy of Romeo and Juliet","Tragedy","  Mer. No hare, sir; unless a hare, sir, in a lenten pie, that is"
"1854","The Tragedy of Romeo and Juliet","Tragedy","    something stale and hoar ere it be spent"
"1855","The Tragedy of Romeo and Juliet","Tragedy","                                     He walks by them and sings."
"1856","The Tragedy of Romeo and Juliet","Tragedy",""
"1857","The Tragedy of Romeo and Juliet","Tragedy","                   An old hare hoar,"
"1858","The Tragedy of Romeo and Juliet","Tragedy","                   And an old hare hoar,"
"1859","The Tragedy of Romeo and Juliet","Tragedy","                Is very good meat in Lent;"
"1860","The Tragedy of Romeo and Juliet","Tragedy","                   But a hare that is hoar"
"1861","The Tragedy of Romeo and Juliet","Tragedy","                   Is too much for a score"
"1862","The Tragedy of Romeo and Juliet","Tragedy","                When it hoars ere it be spent."
"1863","The Tragedy of Romeo and Juliet","Tragedy",""
"1864","The Tragedy of Romeo and Juliet","Tragedy","    Romeo, will you come to your father's? We'll to dinner thither."
"1865","The Tragedy of Romeo and Juliet","Tragedy",""
"1866","The Tragedy of Romeo and Juliet","Tragedy","  Rom. I will follow you."
"1867","The Tragedy of Romeo and Juliet","Tragedy",""
"1868","The Tragedy of Romeo and Juliet","Tragedy","  Mer. Farewell, ancient lady. Farewell,"
"1869","The Tragedy of Romeo and Juliet","Tragedy","    [sings] lady, lady, lady."
"1870","The Tragedy of Romeo and Juliet","Tragedy","                                      Exeunt Mercutio, Benvolio."
"1871","The Tragedy of Romeo and Juliet","Tragedy",""
"1872","The Tragedy of Romeo and Juliet","Tragedy","  Nurse. Marry, farewell! I Pray you, Sir, what saucy merchant"
"1873","The Tragedy of Romeo and Juliet","Tragedy","    was this that was so full of his ropery?"
"1874","The Tragedy of Romeo and Juliet","Tragedy",""
"1875","The Tragedy of Romeo and Juliet","Tragedy","  Rom. A gentleman, nurse, that loves to hear himself talk and"
"1876","The Tragedy of Romeo and Juliet","Tragedy","    will speak more in a minute than he will stand to in a month."
"1877","The Tragedy of Romeo and Juliet","Tragedy",""
"1878","The Tragedy of Romeo and Juliet","Tragedy","  Nurse. An 'a speak anything against me, I'll take him down, an"
"1879","The Tragedy of Romeo and Juliet","Tragedy","'a"
"1880","The Tragedy of Romeo and Juliet","Tragedy","    were lustier than he is, and twenty such jacks; and if I cannot,"
"1881","The Tragedy of Romeo and Juliet","Tragedy","    I'll find those that shall. Scurvy knave! I am none of his"
"1882","The Tragedy of Romeo and Juliet","Tragedy","    flirt-gills; I am none of his skains-mates. And thou must"
"1883","The Tragedy of Romeo and Juliet","Tragedy","    stand by too, and suffer every knave to use me at his pleasure!"
"1884","The Tragedy of Romeo and Juliet","Tragedy",""
"1885","The Tragedy of Romeo and Juliet","Tragedy","  Peter. I saw no man use you at his pleasure. If I had, my"
"1886","The Tragedy of Romeo and Juliet","Tragedy","    weapon should quickly have been out, I warrant you. I dare draw as"
"1887","The Tragedy of Romeo and Juliet","Tragedy","    soon as another man, if I see occasion in a good quarrel, and the"
"1888","The Tragedy of Romeo and Juliet","Tragedy","    law on my side."
"1889","The Tragedy of Romeo and Juliet","Tragedy",""
"1890","The Tragedy of Romeo and Juliet","Tragedy","  Nurse. Now, afore God, I am so vexed that every part about me"
"1891","The Tragedy of Romeo and Juliet","Tragedy","    quivers. Scurvy knave! Pray you, sir, a word; and, as I told you,"
"1892","The Tragedy of Romeo and Juliet","Tragedy","    my young lady bid me enquire you out. What she bid me say, I"
"1893","The Tragedy of Romeo and Juliet","Tragedy","    will keep to myself; but first let me tell ye, if ye should lead"
"1894","The Tragedy of Romeo and Juliet","Tragedy","    her into a fool's paradise, as they say, it were a very gross kind of"
"1895","The Tragedy of Romeo and Juliet","Tragedy","    behaviour, as they say; for the gentlewoman is young; and"
"1896","The Tragedy of Romeo and Juliet","Tragedy","    therefore, if you should deal double with her, truly it were"
"1897","The Tragedy of Romeo and Juliet","Tragedy","    an ill thing to be off'red to any gentlewoman, and very weak dealing."
"1898","The Tragedy of Romeo and Juliet","Tragedy",""
"1899","The Tragedy of Romeo and Juliet","Tragedy","  Rom. Nurse, commend me to thy lady and mistress. I protest unto"
"1900","The Tragedy of Romeo and Juliet","Tragedy","    thee-"
"1901","The Tragedy of Romeo and Juliet","Tragedy",""
"1902","The Tragedy of Romeo and Juliet","Tragedy","  Nurse. Good heart, and I faith I will tell her as much. Lord,"
"1903","The Tragedy of Romeo and Juliet","Tragedy","    Lord! she will be a joyful woman."
"1904","The Tragedy of Romeo and Juliet","Tragedy",""
"1905","The Tragedy of Romeo and Juliet","Tragedy","  Rom. What wilt thou tell her, nurse? Thou dost not mark me."
"1906","The Tragedy of Romeo and Juliet","Tragedy",""
"1907","The Tragedy of Romeo and Juliet","Tragedy","  Nurse. I will tell her, sir, that you do protest, which, as I"
"1908","The Tragedy of Romeo and Juliet","Tragedy","    take it, is a gentlemanlike offer."
"1909","The Tragedy of Romeo and Juliet","Tragedy",""
"1910","The Tragedy of Romeo and Juliet","Tragedy","  Rom. Bid her devise"
"1911","The Tragedy of Romeo and Juliet","Tragedy","    Some means to come to shrift this afternoon;"
"1912","The Tragedy of Romeo and Juliet","Tragedy","    And there she shall at Friar Laurence' cell"
"1913","The Tragedy of Romeo and Juliet","Tragedy","    Be shriv'd and married. Here is for thy pains."
"1914","The Tragedy of Romeo and Juliet","Tragedy",""
"1915","The Tragedy of Romeo and Juliet","Tragedy","  Nurse. No, truly, sir; not a penny."
"1916","The Tragedy of Romeo and Juliet","Tragedy",""
"1917","The Tragedy of Romeo and Juliet","Tragedy","  Rom. Go to! I say you shall."
"1918","The Tragedy of Romeo and Juliet","Tragedy",""
"1919","The Tragedy of Romeo and Juliet","Tragedy","  Nurse. This afternoon, sir? Well, she shall be there."
"1920","The Tragedy of Romeo and Juliet","Tragedy",""
"1921","The Tragedy of Romeo and Juliet","Tragedy","  Rom. And stay, good nurse, behind the abbey wall."
"1922","The Tragedy of Romeo and Juliet","Tragedy","    Within this hour my man shall be with thee"
"1923","The Tragedy of Romeo and Juliet","Tragedy","    And bring thee cords made like a tackled stair,"
"1924","The Tragedy of Romeo and Juliet","Tragedy","    Which to the high topgallant of my joy"
"1925","The Tragedy of Romeo and Juliet","Tragedy","    Must be my convoy in the secret night."
"1926","The Tragedy of Romeo and Juliet","Tragedy","    Farewell. Be trusty, and I'll quit thy pains."
"1927","The Tragedy of Romeo and Juliet","Tragedy","    Farewell. Commend me to thy mistress."
"1928","The Tragedy of Romeo and Juliet","Tragedy",""
"1929","The Tragedy of Romeo and Juliet","Tragedy","  Nurse. Now God in heaven bless thee! Hark you, sir."
"1930","The Tragedy of Romeo and Juliet","Tragedy",""
"1931","The Tragedy of Romeo and Juliet","Tragedy","  Rom. What say'st thou, my dear nurse?"
"1932","The Tragedy of Romeo and Juliet","Tragedy",""
"1933","The Tragedy of Romeo and Juliet","Tragedy","  Nurse. Is your man secret? Did you ne'er hear say,"
"1934","The Tragedy of Romeo and Juliet","Tragedy","    Two may keep counsel, putting one away?"
"1935","The Tragedy of Romeo and Juliet","Tragedy",""
"1936","The Tragedy of Romeo and Juliet","Tragedy","  Rom. I warrant thee my man's as true as steel."
"1937","The Tragedy of Romeo and Juliet","Tragedy",""
"1938","The Tragedy of Romeo and Juliet","Tragedy","  Nurse. Well, sir, my mistress is the sweetest lady. Lord, Lord!"
"1939","The Tragedy of Romeo and Juliet","Tragedy","    when 'twas a little prating thing- O, there is a nobleman in"
"1940","The Tragedy of Romeo and Juliet","Tragedy","    town, one Paris, that would fain lay knife aboard; but she,"
"1941","The Tragedy of Romeo and Juliet","Tragedy","    good soul, had as lieve see a toad, a very toad, as see him. I"
"1942","The Tragedy of Romeo and Juliet","Tragedy","    anger her sometimes, and tell her that Paris is the properer man;"
"1943","The Tragedy of Romeo and Juliet","Tragedy","    but I'll warrant you, when I say so, she looks as pale as any"
"1944","The Tragedy of Romeo and Juliet","Tragedy","    clout in the versal world. Doth not rosemary and Romeo begin both"
"1945","The Tragedy of Romeo and Juliet","Tragedy","    with a letter?"
"1946","The Tragedy of Romeo and Juliet","Tragedy",""
"1947","The Tragedy of Romeo and Juliet","Tragedy","  Rom. Ay, nurse; what of that? Both with an R."
"1948","The Tragedy of Romeo and Juliet","Tragedy",""
"1949","The Tragedy of Romeo and Juliet","Tragedy","  Nurse. Ah, mocker! that's the dog's name. R is for the- No; I"
"1950","The Tragedy of Romeo and Juliet","Tragedy","    know it begins with some other letter; and she hath the prettiest"
"1951","The Tragedy of Romeo and Juliet","Tragedy","    sententious of it, of you and rosemary, that it would do you"
"1952","The Tragedy of Romeo and Juliet","Tragedy","    good to hear it."
"1953","The Tragedy of Romeo and Juliet","Tragedy",""
"1954","The Tragedy of Romeo and Juliet","Tragedy","  Rom. Commend me to thy lady."
"1955","The Tragedy of Romeo and Juliet","Tragedy",""
"1956","The Tragedy of Romeo and Juliet","Tragedy","  Nurse. Ay, a thousand times. [Exit Romeo.] Peter!"
"1957","The Tragedy of Romeo and Juliet","Tragedy",""
"1958","The Tragedy of Romeo and Juliet","Tragedy","  Peter. Anon."
"1959","The Tragedy of Romeo and Juliet","Tragedy",""
"1960","The Tragedy of Romeo and Juliet","Tragedy","  Nurse. Peter, take my fan, and go before, and apace."
"1961","The Tragedy of Romeo and Juliet","Tragedy","                                                         Exeunt."
"1962","The Tragedy of Romeo and Juliet","Tragedy",""
"1963","The Tragedy of Romeo and Juliet","Tragedy",""
"1964","The Tragedy of Romeo and Juliet","Tragedy",""
"1965","The Tragedy of Romeo and Juliet","Tragedy",""
"1966","The Tragedy of Romeo and Juliet","Tragedy","Scene V."
"1967","The Tragedy of Romeo and Juliet","Tragedy","Capulet's orchard."
"1968","The Tragedy of Romeo and Juliet","Tragedy",""
"1969","The Tragedy of Romeo and Juliet","Tragedy","Enter Juliet."
"1970","The Tragedy of Romeo and Juliet","Tragedy",""
"1971","The Tragedy of Romeo and Juliet","Tragedy",""
"1972","The Tragedy of Romeo and Juliet","Tragedy","  Jul. The clock struck nine when I did send the nurse;"
"1973","The Tragedy of Romeo and Juliet","Tragedy","    In half an hour she 'promis'd to return."
"1974","The Tragedy of Romeo and Juliet","Tragedy","    Perchance she cannot meet him. That's not so."
"1975","The Tragedy of Romeo and Juliet","Tragedy","    O, she is lame! Love's heralds should be thoughts,"
"1976","The Tragedy of Romeo and Juliet","Tragedy","    Which ten times faster glide than the sun's beams"
"1977","The Tragedy of Romeo and Juliet","Tragedy","    Driving back shadows over low'ring hills."
"1978","The Tragedy of Romeo and Juliet","Tragedy","    Therefore do nimble-pinion'd doves draw Love,"
"1979","The Tragedy of Romeo and Juliet","Tragedy","    And therefore hath the wind-swift Cupid wings."
"1980","The Tragedy of Romeo and Juliet","Tragedy","    Now is the sun upon the highmost hill"
"1981","The Tragedy of Romeo and Juliet","Tragedy","    Of this day's journey, and from nine till twelve"
"1982","The Tragedy of Romeo and Juliet","Tragedy","    Is three long hours; yet she is not come."
"1983","The Tragedy of Romeo and Juliet","Tragedy","    Had she affections and warm youthful blood,"
"1984","The Tragedy of Romeo and Juliet","Tragedy","    She would be as swift in motion as a ball;"
"1985","The Tragedy of Romeo and Juliet","Tragedy","    My words would bandy her to my sweet love,"
"1986","The Tragedy of Romeo and Juliet","Tragedy","    And his to me,"
"1987","The Tragedy of Romeo and Juliet","Tragedy","    But old folks, many feign as they were dead-"
"1988","The Tragedy of Romeo and Juliet","Tragedy","    Unwieldy, slow, heavy and pale as lead."
"1989","The Tragedy of Romeo and Juliet","Tragedy",""
"1990","The Tragedy of Romeo and Juliet","Tragedy","                      Enter Nurse [and Peter]."
"1991","The Tragedy of Romeo and Juliet","Tragedy",""
"1992","The Tragedy of Romeo and Juliet","Tragedy","    O God, she comes! O honey nurse, what news?"
"1993","The Tragedy of Romeo and Juliet","Tragedy","    Hast thou met with him? Send thy man away."
"1994","The Tragedy of Romeo and Juliet","Tragedy",""
"1995","The Tragedy of Romeo and Juliet","Tragedy","  Nurse. Peter, stay at the gate."
"1996","The Tragedy of Romeo and Juliet","Tragedy","                                                   [Exit Peter.]"
"1997","The Tragedy of Romeo and Juliet","Tragedy",""
"1998","The Tragedy of Romeo and Juliet","Tragedy","  Jul. Now, good sweet nurse- O Lord, why look'st thou sad?"
"1999","The Tragedy of Romeo and Juliet","Tragedy","    Though news be sad, yet tell them merrily;"
"2000","The Tragedy of Romeo and Juliet","Tragedy","    If good, thou shamest the music of sweet news"
"2001","The Tragedy of Romeo and Juliet","Tragedy","    By playing it to me with so sour a face."
"2002","The Tragedy of Romeo and Juliet","Tragedy",""
"2003","The Tragedy of Romeo and Juliet","Tragedy","  Nurse. I am aweary, give me leave awhile."
"2004","The Tragedy of Romeo and Juliet","Tragedy","    Fie, how my bones ache! What a jaunce have I had!"
"2005","The Tragedy of Romeo and Juliet","Tragedy",""
"2006","The Tragedy of Romeo and Juliet","Tragedy","  Jul. I would thou hadst my bones, and I thy news."
"2007","The Tragedy of Romeo and Juliet","Tragedy","    Nay, come, I pray thee speak. Good, good nurse, speak."
"2008","The Tragedy of Romeo and Juliet","Tragedy",""
"2009","The Tragedy of Romeo and Juliet","Tragedy","  Nurse. Jesu, what haste! Can you not stay awhile?"
"2010","The Tragedy of Romeo and Juliet","Tragedy","    Do you not see that I am out of breath?"
"2011","The Tragedy of Romeo and Juliet","Tragedy",""
"2012","The Tragedy of Romeo and Juliet","Tragedy","  Jul. How art thou out of breath when thou hast breath"
"2013","The Tragedy of Romeo and Juliet","Tragedy","    To say to me that thou art out of breath?"
"2014","The Tragedy of Romeo and Juliet","Tragedy","    The excuse that thou dost make in this delay"
"2015","The Tragedy of Romeo and Juliet","Tragedy","    Is longer than the tale thou dost excuse."
"2016","The Tragedy of Romeo and Juliet","Tragedy","    Is thy news good or bad? Answer to that."
"2017","The Tragedy of Romeo and Juliet","Tragedy","    Say either, and I'll stay the circumstance."
"2018","The Tragedy of Romeo and Juliet","Tragedy","    Let me be satisfied, is't good or bad?"
"2019","The Tragedy of Romeo and Juliet","Tragedy",""
"2020","The Tragedy of Romeo and Juliet","Tragedy","  Nurse. Well, you have made a simple choice; you know not how to"
"2021","The Tragedy of Romeo and Juliet","Tragedy","    choose a man. Romeo? No, not he. Though his face be better"
"2022","The Tragedy of Romeo and Juliet","Tragedy","    than any man's, yet his leg excels all men's; and for a hand and a"
"2023","The Tragedy of Romeo and Juliet","Tragedy","    foot, and a body, though they be not to be talk'd on, yet"
"2024","The Tragedy of Romeo and Juliet","Tragedy","    they are past compare. He is not the flower of courtesy, but, I'll"
"2025","The Tragedy of Romeo and Juliet","Tragedy","    warrant him, as gentle as a lamb. Go thy ways, wench; serve"
"2026","The Tragedy of Romeo and Juliet","Tragedy","God."
"2027","The Tragedy of Romeo and Juliet","Tragedy","    What, have you din'd at home?"
"2028","The Tragedy of Romeo and Juliet","Tragedy",""
"2029","The Tragedy of Romeo and Juliet","Tragedy","  Jul. No, no. But all this did I know before."
"2030","The Tragedy of Romeo and Juliet","Tragedy","    What says he of our marriage? What of that?"
"2031","The Tragedy of Romeo and Juliet","Tragedy",""
"2032","The Tragedy of Romeo and Juliet","Tragedy","  Nurse. Lord, how my head aches! What a head have I!"
"2033","The Tragedy of Romeo and Juliet","Tragedy","    It beats as it would fall in twenty pieces."
"2034","The Tragedy of Romeo and Juliet","Tragedy","    My back o' t' other side,- ah, my back, my back!"
"2035","The Tragedy of Romeo and Juliet","Tragedy","    Beshrew your heart for sending me about"
"2036","The Tragedy of Romeo and Juliet","Tragedy","    To catch my death with jauncing up and down!"
"2037","The Tragedy of Romeo and Juliet","Tragedy",""
"2038","The Tragedy of Romeo and Juliet","Tragedy","  Jul. I' faith, I am sorry that thou art not well."
"2039","The Tragedy of Romeo and Juliet","Tragedy","    Sweet, sweet, Sweet nurse, tell me, what says my love?"
"2040","The Tragedy of Romeo and Juliet","Tragedy",""
"2041","The Tragedy of Romeo and Juliet","Tragedy","  Nurse. Your love says, like an honest gentleman, and a courteous,"
"2042","The Tragedy of Romeo and Juliet","Tragedy","    and a kind, and a handsome; and, I warrant, a virtuous- Where"
"2043","The Tragedy of Romeo and Juliet","Tragedy","    is your mother?"
"2044","The Tragedy of Romeo and Juliet","Tragedy",""
"2045","The Tragedy of Romeo and Juliet","Tragedy","  Jul. Where is my mother? Why, she is within."
"2046","The Tragedy of Romeo and Juliet","Tragedy","    Where should she be? How oddly thou repliest!"
"2047","The Tragedy of Romeo and Juliet","Tragedy","    'Your love says, like an honest gentleman,"
"2048","The Tragedy of Romeo and Juliet","Tragedy","    ""Where is your mother?""'"
"2049","The Tragedy of Romeo and Juliet","Tragedy",""
"2050","The Tragedy of Romeo and Juliet","Tragedy","  Nurse. O God's Lady dear!"
"2051","The Tragedy of Romeo and Juliet","Tragedy","    Are you so hot? Marry come up, I trow."
"2052","The Tragedy of Romeo and Juliet","Tragedy","    Is this the poultice for my aching bones?"
"2053","The Tragedy of Romeo and Juliet","Tragedy","    Henceforward do your messages yourself."
"2054","The Tragedy of Romeo and Juliet","Tragedy",""
"2055","The Tragedy of Romeo and Juliet","Tragedy","  Jul. Here's such a coil! Come, what says Romeo?"
"2056","The Tragedy of Romeo and Juliet","Tragedy",""
"2057","The Tragedy of Romeo and Juliet","Tragedy","  Nurse. Have you got leave to go to shrift to-day?"
"2058","The Tragedy of Romeo and Juliet","Tragedy",""
"2059","The Tragedy of Romeo and Juliet","Tragedy","  Jul. I have."
"2060","The Tragedy of Romeo and Juliet","Tragedy",""
"2061","The Tragedy of Romeo and Juliet","Tragedy","  Nurse. Then hie you hence to Friar Laurence' cell;"
"2062","The Tragedy of Romeo and Juliet","Tragedy","    There stays a husband to make you a wife."
"2063","The Tragedy of Romeo and Juliet","Tragedy","    Now comes the wanton blood up in your cheeks:"
"2064","The Tragedy of Romeo and Juliet","Tragedy","    They'll be in scarlet straight at any news."
"2065","The Tragedy of Romeo and Juliet","Tragedy","    Hie you to church; I must another way,"
"2066","The Tragedy of Romeo and Juliet","Tragedy","    To fetch a ladder, by the which your love"
"2067","The Tragedy of Romeo and Juliet","Tragedy","    Must climb a bird's nest soon when it is dark."
"2068","The Tragedy of Romeo and Juliet","Tragedy","    I am the drudge, and toil in your delight;"
"2069","The Tragedy of Romeo and Juliet","Tragedy","    But you shall bear the burthen soon at night."
"2070","The Tragedy of Romeo and Juliet","Tragedy","    Go; I'll to dinner; hie you to the cell."
"2071","The Tragedy of Romeo and Juliet","Tragedy",""
"2072","The Tragedy of Romeo and Juliet","Tragedy","  Jul. Hie to high fortune! Honest nurse, farewell."
"2073","The Tragedy of Romeo and Juliet","Tragedy","                                                         Exeunt."
"2074","The Tragedy of Romeo and Juliet","Tragedy",""
"2075","The Tragedy of Romeo and Juliet","Tragedy",""
"2076","The Tragedy of Romeo and Juliet","Tragedy",""
"2077","The Tragedy of Romeo and Juliet","Tragedy",""
"2078","The Tragedy of Romeo and Juliet","Tragedy","Scene VI."
"2079","The Tragedy of Romeo and Juliet","Tragedy","Friar Laurence's cell."
"2080","The Tragedy of Romeo and Juliet","Tragedy",""
"2081","The Tragedy of Romeo and Juliet","Tragedy","Enter Friar [Laurence] and Romeo."
"2082","The Tragedy of Romeo and Juliet","Tragedy",""
"2083","The Tragedy of Romeo and Juliet","Tragedy",""
"2084","The Tragedy of Romeo and Juliet","Tragedy","  Friar. So smile the heavens upon this holy act"
"2085","The Tragedy of Romeo and Juliet","Tragedy","    That after-hours with sorrow chide us not!"
"2086","The Tragedy of Romeo and Juliet","Tragedy",""
"2087","The Tragedy of Romeo and Juliet","Tragedy","  Rom. Amen, amen! But come what sorrow can,"
"2088","The Tragedy of Romeo and Juliet","Tragedy","    It cannot countervail the exchange of joy"
"2089","The Tragedy of Romeo and Juliet","Tragedy","    That one short minute gives me in her sight."
"2090","The Tragedy of Romeo and Juliet","Tragedy","    Do thou but close our hands with holy words,"
"2091","The Tragedy of Romeo and Juliet","Tragedy","    Then love-devouring death do what he dare-"
"2092","The Tragedy of Romeo and Juliet","Tragedy","    It is enough I may but call her mine."
"2093","The Tragedy of Romeo and Juliet","Tragedy",""
"2094","The Tragedy of Romeo and Juliet","Tragedy","  Friar. These violent delights have violent ends"
"2095","The Tragedy of Romeo and Juliet","Tragedy","    And in their triumph die, like fire and powder,"
"2096","The Tragedy of Romeo and Juliet","Tragedy","    Which, as they kiss, consume. The sweetest honey"
"2097","The Tragedy of Romeo and Juliet","Tragedy","    Is loathsome in his own deliciousness"
"2098","The Tragedy of Romeo and Juliet","Tragedy","    And in the taste confounds the appetite."
"2099","The Tragedy of Romeo and Juliet","Tragedy","    Therefore love moderately: long love doth so;"
"2100","The Tragedy of Romeo and Juliet","Tragedy","    Too swift arrives as tardy as too slow."
"2101","The Tragedy of Romeo and Juliet","Tragedy",""
"2102","The Tragedy of Romeo and Juliet","Tragedy","                     Enter Juliet."
"2103","The Tragedy of Romeo and Juliet","Tragedy",""
"2104","The Tragedy of Romeo and Juliet","Tragedy","    Here comes the lady. O, so light a foot"
"2105","The Tragedy of Romeo and Juliet","Tragedy","    Will ne'er wear out the everlasting flint."
